imageJ_ID,Area,sample_ID.group
1,196.424,67
2,133.795,69
3,154.618,68
4,156.656,70
5,176.168,73
6,131.351,71
7,157.276,72
8,109.943,76
9,322.475,74
10,117.914,77
11,129.63,75
