imageJ_ID,Area,sample_ID.group
1,204.615,93
2,227.034,91
3,214.502,82
4,218.612,90
5,175.841,89
6,189.416,98
7,160.038,99
8,191.49,96
9,214.782,95
10,243.528,94
11,220.472,97
