imageJ_ID,Area,sample_ID.group
1,184.18,80
2,189.872,79
3,127.17,82
4,118.02,81
5,151.196,78
6,210.089,87
7,171.92,85
8,141.684,88
9,269.133,54
10,168.478,86
11,132.491,83
