imageJ_ID,Area,sample_ID.group
1,250.264,57
2,168.566,60
3,180.125,56
4,162.569,59
5,156.319,58
6,176.567,61
7,100.545,63
8,165.616,66
9,113.321,65
10,117.671,64
11,157.8,62
