imageJ_ID,Area,sample_ID.group
1,140.645,79
2,140.543,78
3,116.098,80
4,139.73,82
5,202.587,81
6,157.501,83
7,110.713,84
9,185.546,87
10,135.789,85
11,198.879,86
12,91.886,88
