imageJ_ID,Area,sample_ID.group
1,251.915,69
2,150.494,67
3,187.172,70
4,155.517,68
5,263.964,72
6,142.68,73
7,210.851,74
8,175.625,71
9,228.481,76
10,134.555,75
11,133.236,77
