imageJ_ID,Area,sample_ID.group
1,205.187,24
2,162.364,23
3,192.777,25
4,390.761,27
5,246.338,26
6,104.873,29
7,126.352,28
8,214.193,31
9,137.397,32
10,123.939,33
11,219.839,30
