imageJ_ID,Area,sample_ID.group
1,206.03,80
2,227.664,81
3,210.867,78
4,268.945,79
5,175.124,82
6,141.606,84
7,208.801,83
8,199.525,86
9,220.809,85
10,154.964,87
11,197.155,88
