imageJ_ID,Area,sample_ID.group
1,112.849,12
2,254.244,14
3,164.485,13
4,79.599,15
5,211.327,16
6,159.444,17
7,149.346,18
10,46.448,21
11,125.389,22
12,155.219,19
13,71.444,20
