imageJ_ID,Area,sample_ID.group
1,1143.849,150
2,725,149
3,829.535,152
4,587.061,151
5,1010.162,153
6,1038.62,146
7,1171.457,144
8,856.647,145
9,663.776,147
10,256.916,148
