imageJ_ID,Area,sample_ID.group
1,1473.502,171
2,969.809,170
3,1029.558,168
4,1099.341,169
5,966.245,167
6,1181.082,162
7,1382.916,166
8,807.993,165
9,702.441,163
10,425.4,164
